Time (ms),Estimated HR (Hz),Estimated HR (bpm),Time to next peak (ms),Heart rate pulse interval (ms),Red LED ADC,IR LED ADC,Filtered,ZeroCross
67124,1.18026,70,391,847,2812254,3099912,200.276,0
67164,1.16916,70,641,855,2812487,3100603,-142.433,1
67204,1.16916,70,601,855,2813564,3102530,-339.632,0
67249,1.16916,70,556,855,2813488,3102360,-264.701,0
67289,1.16916,70,516,855,2812688,3100732,-88.3918,0
67329,1.16916,70,476,855,2811988,3098791,-77.5316,0
67369,1.16916,70,436,855,2811713,3098175,-294.798,0
67409,1.16916,70,396,855,2811834,3098625,-587.64,0
67449,1.16916,70,356,855,2811987,3099206,-760.853,0
67451,1.16916,70,354,855,2812947,3101332,-678.426,0
67491,1.16916,70,314,855,2813830,3102958,-283.395,0
67531,1.16916,70,274,855,2813212,3101950,261.627,0
67571,1.16916,70,234,855,2812668,3100771,617.618,0
67611,1.16916,70,194,855,2812278,3100060,603.984,0
67652,1.16916,70,153,855,2812176,3099870,309.823,0
67692,1.26916,76,590,787,2812978,3101410,-11.2151,1
67732,1.26916,76,550,787,2813573,3102545,-106.908,0
67772,1.26916,76,510,787,2813135,3101776,28.0101,0
67812,1.26916,76,470,787,2812173,3099293,141.375,0
67854,1.26916,76,428,787,2811477,3097530,15.9391,0
67894,1.16916,70,641,855,2811359,3097412,-314.555,1
67934,1.16916,70,601,855,2811836,3098712,-617.317,0
67974,1.16916,70,561,855,2813257,3101610,-616.522,0
68014,1.16916,70,521,855,2813416,3102149,-225.564,0
68056,1.16916,70,479,855,2813780,3102985,346.599,0
68096,1.16916,70,439,855,2813109,3101533,788.389,0
68136,1.16916,70,399,855,2812366,3100155,859.684,0
68176,1.16916,70,359,855,2812431,3100636,555.224,0
68216,1.16916,70,319,855,2813180,3102075,153.047,0
68259,1.26916,76,590,787,2812856,3101510,-98.1312,1
68299,1.26916,76,550,787,2812240,3099965,-224.752,0
68339,1.26916,76,510,787,2811822,3098775,-356.903,0
68379,1.26916,76,470,787,2811623,3098284,-519.243,0
68419,1.26916,76,430,787,2811743,3098568,-639.679,0
68466,1.26916,76,383,787,2812052,3099310,-625.799,0
68506,1.26916,76,343,787,2812878,3100808,-410.566,0
68546,1.26916,76,303,787,2812560,3100090,-44.0233,0
68586,1.26916,76,263,787,2811795,3098398,245.365,0
68626,1.26916,76,223,787,2811674,3098321,282.918,0
68673,1.26916,76,176,787,2811947,3099294,148.752,0
68713,1.26916,76,136,787,2813453,3102134,101.201,0
68753,1.26916,76,96,787,2813980,3103008,331.667,0
68793,1.26916,76,56,787,2813291,3101755,691.703,0
68833,1.26916,76,16,787,2812556,3100017,837.001,0
68876,1.26916,76,760,787,2812362,3099650,629.436,0
68916,1.26916,76,720,787,2812285,3099663,210.47,0
68956,1.20534,72,621,829,2812329,3100003,-200.983,1
68996,1.20534,72,581,829,2812984,3101520,-424.713,0
69036,1.20534,72,541,829,2813285,3102083,-374.349,0
69079,1.20534,72,498,829,2812857,3101208,-159.618,0
69119,1.20534,72,458,829,2812210,3099399,-18.7279,0
69159,1.20534,72,418,829,2811598,3097996,-103.832,0
69199,1.20534,72,378,829,2811734,3098531,-356.956,0
69239,1.20534,72,338,829,2813182,3101384,-506.279,0
69282,1.20534,72,295,829,2813240,3101583,-340.023,0
69322,1.20534,72,255,829,2813044,3101290,14.2151,0
69362,1.20534,72,215,829,2812664,3100301,286.802,0
69402,1.20534,72,175,829,2812359,3099469,334.549,0
69442,1.20534,72,135,829,2812104,3098992,171.33,0
69482,1.30534,78,574,766,2812354,3099758,-69.9479,1
69483,1.30534,78,573,766,2813443,3101879,-175.876,0
69523,1.30534,78,533,766,2813149,3101405,-47.1114,0
69563,1.30534,78,493,766,2812825,3100753,153.878,0
69603,1.30534,78,453,766,2812541,3100170,232.044,0
69643,1.30534,78,413,766,2812283,3099847,142.046,0
69690,1.20534,72,621,829,2812739,3100918,-23.3758,1
69730,1.20534,72,581,829,2814034,3103283,-53.2734,0
69770,1.20534,72,541,829,2813865,3103038,151.07,0
69810,1.20534,72,501,829,2812919,3100955,368.062,0
69850,1.20534,72,461,829,2812354,3099615,324.925,0
69896,1.20534,72,415,829,2812042,3099180,9.14825,0
69936,1.20136,72,624,832,2811955,3099341,-398.245,1
69976,1.20136,72,584,832,2812017,3099741,-700.7,0
70016,1.20136,72,544,832,2812535,3101045,-764.676,0
70056,1.20136,72,504,832,2813047,3102050,-546.053,0
70101,1.20136,72,459,832,2812387,3100754,-179.891,0
70141,1.20136,72,419,832,2811857,3099564,70.2836,0
70181,1.20136,72,379,832,2811701,3099555,82.0411,0
70221,1.18206,70,633,845,2811756,3099754,-49.8085,1
70261,1.18206,70,593,845,2812155,3100611,-154.444,0
70302,1.18206,70,552,845,2811969,3100203,-138.522,0
70342,1.18206,70,512,845,2811775,3099438,-51.8958,0
70382,1.18206,70,472,845,2811637,3098687,20.4648,0
70422,1.18206,70,432,845,2811503,3098440,46.7755,0
70462,1.18206,70,392,845,2811693,3099097,49.7098,0
70503,1.18206,70,351,845,2812257,3100319,105.376,0
70543,1.18206,70,311,845,2812516,3100811,266.253,0
70583,1.18206,70,271,845,2812297,3100377,461.557,0
70623,1.18206,70,231,845,2812222,3099991,564.104,0
70663,1.18206,70,191,845,2812123,3099989,525.131,0
70707,1.18206,70,147,845,2812422,3100719,399.454,0
70747,1.18206,70,107,845,2813169,3102127,316.158,0
70787,1.18206,70,67,845,2812959,3101789,337.386,0
70827,1.18206,70,27,845,2812576,3101038,352.894,0
70867,1.18206,70,832,845,2812399,3100430,247.338,0
70913,1.18206,70,786,845,2812258,3100106,33.6465,0
70953,1.22182,73,613,818,2812154,3099970,-210.076,1
70993,1.22182,73,573,818,2812428,3100684,-390.854,0
71033,1.22182,73,533,818,2813224,3102153,-399.182,0
71073,1.22182,73,493,818,2812955,3101652,-224.862,0
71114,1.22182,73,452,818,2812505,3100639,-41.806,0
71154,1.22182,73,412,818,2812229,3099992,-13.7776,0
71194,1.22182,73,372,818,2812086,3099851,-140.47,0
71234,1.22182,73,332,818,2813028,3101729,-266.76,0
71274,1.22182,73,292,818,2813797,3103089,-190.718,0
71314,1.22182,73,252,818,2813425,3102375,76.8915,0
71321,1.22182,73,245,818,2812766,3100868,285.237,0
71361,1.22182,73,205,818,2812523,3100104,252.883,0
71401,1.22182,73,165,818,2812385,3099722,24.6516,0
71441,1.32182,79,567,756,2812569,3100414,-236.91,1
71481,1.32182,79,527,756,2814127,3103268,-305.705,0
71528,1.32182,79,480,756,2814383,3103485,-44.4227,0
71568,1.32182,79,440,756,2813402,3101512,327.916,0
71608,1.32182,79,400,756,2812861,3100199,453.325,0
71648,1.32182,79,360,756,2812426,3099459,235.495,0
71688,1.22182,73,613,818,2812283,3099423,-174.564,1
71728,1.22182,73,573,818,2813559,3101951,-487.659,0
71768,1.22182,73,533,818,2814709,3103915,-413.456,0
71808,1.22182,73,493,818,2814056,3102644,-3.01571,0
71848,1.22182,73,453,818,2813218,3100786,345.275,0
71888,1.22182,73,413,818,2812775,3099999,347.584,0
71931,1.22182,73,370,818,2812653,3099943,54.5237,0
71971,1.2141,72,617,823,2812881,3100802,-302.425,1
72011,1.2141,72,577,823,2813986,3102896,-460.08,0
72051,1.2141,72,537,823,2814492,3103748,-273.789,0
72091,1.2141,72,497,823,2814114,3103159,114.813,0
72133,1.2141,72,455,823,2813534,3101911,393.197,0
