Time (s),Red,IR
96.828,2811923,3100632
96.868,2811974,3100804
96.908,2812005,3100939
96.948,2812054,3101060
96.994,2812106,3101143
97.034,2812106,3101209
97.074,2812131,3101292
97.114,2812163,3101359
97.154,2812008,3100923
97.2,2811640,3099838
97.24,2811446,3099310
97.28,2811431,3099245
97.32,2811463,3099368
97.36,2811577,3099703
97.403,2811675,3100064
97.443,2811750,3100272
97.483,2811788,3100369
97.523,2811825,3100491
97.563,2811885,3100681
97.609,2811951,3100877
97.649,2812023,3101060
97.689,2812063,3101190
97.729,2812100,3101294
97.769,2812135,3101381
97.814,2812152,3101440
97.854,2812181,3101523
97.894,2812209,3101585
97.934,2812210,3101550
97.974,2811970,3100881
98.014,2811625,3099906
98.019,2811500,3099522
98.059,2811493,3099503
98.099,2811566,3099689
98.139,2811658,3100000
98.179,2811781,3100333
98.219,2811822,3100500
98.259,2811855,3100616
98.299,2811894,3100761
98.339,2811965,3100950
98.379,2812006,3101095
98.424,2812034,3101225
98.464,2812093,3101358
98.504,2812125,3101422
98.544,2812141,3101498
98.584,2812171,3101577
98.63,2812186,3101655
98.67,2812219,3101757
98.71,2812215,3101742
98.75,2812030,3101143
98.79,2811751,3100335
98.831,2811676,3100126
98.871,2811700,3100203
98.911,2811764,3100436
98.951,2811883,3100795
98.991,2811966,3101038
99.035,2812006,3101138
99.075,2812020,3101211
99.115,2812049,3101332
99.155,2812079,3101407
99.195,2812110,3101516
99.238,2812120,3101604
99.278,2812158,3101690
99.318,2812184,3101766
99.358,2812204,3101831
99.398,2812232,3101922
99.443,2812257,3102005
99.483,2812267,3102000
99.523,2812148,3101585
99.563,2811895,3100811
99.603,2811766,3100517
99.648,2811793,3100562
99.688,2811855,3100792
99.728,2811969,3101130
99.768,2812055,3101369
99.808,2812081,3101483
99.848,2812099,3101556
99.852,2812125,3101636
99.892,2812165,3101736
99.932,2812202,3101847
99.972,2812260,3101952
100.012,2812311,3102088
100.054,2812326,3102126
100.094,2812312,3102113
100.134,2812309,3102146
100.174,2812323,3102173
100.214,2812235,3101942
100.255,2811977,3101144
100.295,2811777,3100599
100.335,2811743,3100527
100.375,2811791,3100656
100.415,2811887,3100953
100.46,2811998,3101240
100.5,2812027,3101379
100.54,2812049,3101446
100.58,2812066,3101538
100.62,2812093,3101666
100.664,2812129,3101790
100.704,2812175,3101903
100.744,2812215,3102026
100.784,2812244,3102110
100.824,2812272,3102157
100.865,2812291,3102224
100.905,2812324,3102292
100.945,2812248,3102042
100.985,2811987,3101272
101.025,2811818,3100791
101.07,2811811,3100748
101.11,2811853,3100867
101.15,2811937,3101126
101.19,2812032,3101453
101.23,2812104,3101667
101.273,2812134,3101746
101.313,2812135,3101780
101.353,2812177,3101867
101.393,2812196,3101927
101.433,2812207,3102016
101.476,2812249,3102108
101.516,2812263,3102185
101.556,2812290,3102251
101.596,2812310,3102310
101.636,2812303,3102308
101.678,2812155,3101903
101.718,2811922,3101173
101.758,2811816,3100886
101.798,2811828,3100921
101.838,2811890,3101081
101.878,2811979,3101351
101.884,2812050,3101575
101.924,2812073,3101648
101.964,2812083,3101690
102.004,2812080,3101744
102.044,2812117,3101840
102.084,2812179,3101972
102.124,2812189,3102045
102.164,2812206,3102117
102.204,2812238,3102154
102.244,2812240,3102159
102.291,2812249,3102180
102.331,2812200,3102068
102.371,2811965,3101412
102.411,2811793,3100893
102.451,2811769,3100791
102.497,2811795,3100872
102.537,2811826,3101026
102.577,2811890,3101194
102.617,2811935,3101326
102.657,2811944,3101393
102.701,2811961,3101418
102.741,2811993,3101530
102.781,2812036,3101653
102.821,2812049,3101743
102.861,2812080,3101812
102.902,2812105,3101878
102.942,2812120,3101915
102.982,2812104,3101931
103.022,2812113,3101963
103.062,2812040,3101772
103.102,2811824,3101085
